21263.845,190.935,73.55,14.095,18.62,88.595,92.73,182.765,18.845,76.5,90.865,78.03,117.38,51.56,155.75,139.88,166.215,60.73,85.98,53.22,106.06,83.395,170.955,124.74,114.91,101.145,99.02,106.46,189.76,139.995,54.07,63.885,45.375,149.915,76.755,158.285,154.19,184.465,154.435,191.795,160.715,174.805,89.43,139.76,151.265,74.765,121.82,191.775,155.445,186.935,111.82,130.865,2.35,24.08,80.39,43.14,133.1,177.345,153.285,112.69,50.985,91.145,71.49,143.35,188.72,45.945,131.96,137.02,154.28,77.565,155.8,161.125,134.79,134.825,96.025,29.82,125.61,93.46,41.48,153.445,198.65,125.19,22.48,10.375,160.86,64.955,180.155,68.705,56.77,127.955,96.155,154.065,29.915,26.13,37.095,163.06,8.695,131.94,69.005,130.475,181.345,125.62,35.08,91.86,76.49,53.9,128.855,58.24,161.45,130.55,171.815,156.44,11.265,117.765,101.435,152.045,160.3,22.655,108.38,170.45,167.74,130.835,91.485,164.015,101.835,54.165,102.27,88.38,122.08,1.885,174.13,122.45,198.95,0.025,59.4,197.285,51.125,0.03,75.555,78.075,27.625,194.93,152.345,71.265,68.3,158.505,64.13,77.99,23.92,94.08,150.46,83.8,162.41,80.31,81.06,8.095,157.455,17.37,106.87,14.9,44.595,21.445,15.785,35.525,165.69,18.925,168.545,166.975,192.7,171.485,171.53,152.14,56.695,145.865,50.625,74.475,2.925,147.605,102.46,170.865,95.95,194.57,27.99,101.545,8.215,81.045,139.62,97.24,138.25,90.41,167.915,154.08,163.71,60.53,133.875,187.075,136.285,162.855,101.98,189.34
155.655,20796.255,81.095,93.735,66.48,123.44,157.11,38.155,185.16,171.34,154.375,120.505,83.74,117.49,194.86,45.29,128.995,168.74,6.135,123.025,161.915,66.985,112.585,73.525,11.44,49.51,172.12,116.97,70.125,173.445,16.59,59.095,156.87,97.13,186.07,17.975,42.665,198.71,149.855,145.44,153.325,40.13,43.435,92.685,109.085,80.195,126.845,158.67,80.68,68.115,190.82,94.98,114.76,71.85,137.715,64.325,54.52,71.55,114.365,156.085,147.395,177.43,52.605,174.42,79.21,185.41,82.455,119.91,118.32,138.935,28.365,130.04,28.745,180.35,185.165,134.1,73.06,142.735,166.54,109.93,83.88,43.29,100.325,142.355,151.27,46.27,124.44,143.02,111.365,139.36,165.93,164.27,34.195,5.105,81.775,73.975,130.34,100.725,146.5,48.13,43.945,175.89,130.935,46.095,139.355,171.115,18.755,86.57,67.04,44.455,158.545,69.35,28.99,144.38,103.745,114.295,54.005,58.635,185.21,47.625,99.58,80.225,135.255,47.355,68.055,184.1,75.17,37.02,41.305,53.21,29.415,121.275,24.735,80.6,153.015,57.025,74.71,165.63,72.935,101.44,39.01,93.805,159.535,95.05,89.805,149.07,162.86,8.15,157.855,87.44,8.6,112.44,13.15,73.25,179.955,8.31,53.77,15.895,108.575,74.715,28.975,165.1,135.975,37.74,194.44,162.28,156.78,62.935,136.885,44.175,147.915,193.53,42.815,30.055,79.8,66.53,114.115,87.945,181.99,191.515,47.875,100.1,187.685,170.365,6.03,199.83,148.7,199.65,109.605,58.79,120.535,122.315,11.48,68.65,50.56,42.055,194.575,164.7,147.73,30.85
93.475,108.765,19796.045,123.5,18.6,70.53,176.54,186.85,135.065,20.015,2.96,144.855,172.49,105.11,98.715,30.475,183.235,15.05,161.05,128.875,101.03,120.215,122.785,79.44,35.495,170.25,4.48,23.515,115.93,133.22,87.375,13.21,122.685,193.19,83.385,82.63,98.33,125.855,170.105,109.395,188.63,71.57,56.95,139.835,180.33,29.995,159.575,99.405,143.975,37.51,48.525,71.205,155.805,141.035,197.4,86.06,97.03,8.595,194.13,168.515,187.86,40.73,60.795,1.545,198.1,164.96,160.835,80.685,94.835,28.385,105.205,38.795,28.09,62.115,12.565,47.065,105.08,196.395,152.185,174.475,147.99,153.545,103.635,60.525,43.44,37.565,188.065,95.86,132.605,18.835,124.9,99.46,44.91,159.915,75.65,136.88,90.715,157.815,191.785,19.09,4.26,96.49,6.515,163.88,140.215,88.215,8.05,82.22,47,124.745,195.4,12.155,126.045,84.825,8.08,172.96,87.845,93.045,93.125,0.755,128.785,59.01,109.735,53.645,12.6,151.455,21.69,29.315,15.01,159.63,198.16,5.045,7.95,57.075,112.64,94.885,124.39,194.935,178.39,84.19,87.32,120.33,60.115,2.4,168.345,75.795,46.755,166.24,40.225,28.11,41.245,124.645,177.695,123.93,130.42,67.235,21.46,138.205,176.435,74.415,116.305,91.895,166.19,128.475,156.63,0.11,1.335,81.945,170.615,41.39,31.12,137.43,45.1,124.755,106.8,86.42,154.3,168.33,136.505,85.135,18.105,130.855,88.59,122.975,9.85,137.45,1.47,67.43,131.355,41.46,171.285,163.345,187.995,170.505,195.615,107.44,6.73,18.025,4.04,153.805
84.81,16.645,84.375,19997.45,120.725,197.895,131.39,49.71,23.955,54.58,85.805,190.77,151.125,163.535,69.235,185.855,11.285,185.405,149.235,143.935,185.785,83.505,154.21,198.505,17.67,172.72,167.18,64.795,69.67,104.995,66.75,176.785,167.45,185.3,174.185,117.92,35.46,75.995,149.055,112.265,174.835,44.405,106.93,122.48,135.55,162.215,27.675,37.285,5.91,139.37,72.28,117.405,70.87,142.995,37.605,193.95,92.095,72.51,104.94,111.705,34.615,64.16,196.755,170.965,121.615,35.87,155.625,99.285,118.35,11.69,27.78,64.395,118.225,115.335,85.275,182.975,156.625,57.62,186.245,21.925,27.445,134.415,13.505,169.33,177.63,78.9,142.55,25.97,95.825,151.465,72.065,104.56,96.37,10.855,49.46,50.935,47.38,42.065,50.705,103.54,44.14,119.745,163.005,152.66,87.87,43.735,148.14,135.295,123.71,117.29,20.32,43.84,93.575,7.035,175.195,44.925,159.005,162.26,33.755,133.055,24.35,45.615,138.395,33.175,170.01,26.95,141.83,138.415,130.38,127.435,8.235,36.36,72.65,67.23,160.13,103.23,49.09,149.605,91.005,146.33,65.295,19.955,171.78,194.15,148.475,148.775,84.155,98.535,28.28,113.725,131.79,29.59,34.995,139.63,189.665,181.34,134.845,48.705,64.425,47.35,134.91,68.9,163.765,174.175,68.945,95.52,156.6,28.69,101.525,63.1,182.555,26.485,62.905,64.735,116.73,5.515,129.93,160.56,5.74,40.545,77.975,21.22,128.085,52.325,121.19,153.025,167.5,142.175,178.12,39.87,123.855,83.875,63.97,132.945,97.155,37.835,62.195,68.6,111.17,104.6
171.56,22.565,4.045,88.745,19996.26,181.485,75.45,158.6,59.685,101.645,193.095,60.59,44.465,45.715,155.83,44.805,43.53,63.36,2.49,150.705,122.635,14.195,58.7,167.115,129.62,120.35,128.72,122.595,125.31,158.4,177.58,151.385,58.455,16.825,75.735,118.34,160.12,134.015,179.265,25.28,49.165,98.4,124.04,58.21,125.27,61.34,74.7,28.445,85.78,122.265,83.03,170.525,175.995,7.38,2.27,37.725,117.17,34.315,76.955,57.64,168.18,147.905,81.965,166.935,60.03,72.625,90.05,55.325,3.2,125.925,100.705,164.405,134.19,84.835,168.59,127.4,97.42,151.325,31.285,108.14,144.65,165.08,44.79,162.51,119.125,147.835,171.14,195.785,6.99,51.84,199.205,72.03,41.98,179.32,53.84,8.535,8.325,37.175,70.23,33.47,55.915,41.25,36.985,52.675,100.595,88.735,3.09,58.48,136.91,106.13,139.32,103.34,199.25,62.525,118.245,157.25,172.835,100.93,146.55,183.25,140.885,82.91,101.86,190.595,153.47,88.295,143,142.805,197.39,70.005,157.755,123.69,141.885,46.725,163.175,188.335,125.745,132.865,17.07,34.24,137.37,23.79,162.19,138.825,164.62,154.155,21.705,196.345,100.51,169.02,32.395,22.425,199.68,14.395,158.435,32.675,33.63,56.065,113.33,166.3,41.975,120.36,76.995,21.25,158.5,31.9,75.855,195.07,68.865,16.7,104.005,111.48,11.365,7.645,96.635,13.73,82.345,106.48,52.83,103.12,97.795,81.23,29.935,145.69,163.03,89.19,96.455,33.275,27.075,166.31,115.02,194.72,126.555,127.385,143.3,161.63,168.305,174.745,151.715,42.11
191.04,71.33,70.865,50.38,23.65,19696.575,152.155,86.25,134.92,141.09,56.835,111.265,151.555,37.935,193.725,12.695,112.42,33.84,34.075,24.175,72.685,90.91,20.98,113.56,169.12,163.415,144.2,90.035,92.595,22.165,106.68,198.995,106.64,2.345,186.89,25.665,123.66,22.525,147.37,177.52,166.295,53.525,116.54,3.955,29.905,119.89,74.6,179.335,20.72,122.4,7.06,143.51,197.12,123.85,80.165,134.42,155.15,174.88,199.665,80.87,64.705,130.95,72.105,145.505,64.525,154.27,85.01,160.77,103.82,11.515,56.195,108.2,117.46,61.185,120.695,166.335,2.975,5.06,168.43,43.63,141.205,190.765,29.67,116.35,26.025,6.43,66.64,185.05,94.705,1.78,116.71,181.105,6.105,30.1,79.065,78.605,161.69,10.415,13.895,139.5,184.52,66.9,10.555,116.145,0.715,12.335,191.405,54.72,55.045,139.485,32.425,67.035,79.22,121.16,42.02,109.76,109.485,130.665,79.1,41.985,79.435,175.73,180.2,178.625,71.275,76.69,190.795,79.38,1.12,68.87,77.675,79.675,10.105,108.31,73.405,33.75,123.28,196.82,11.205,107.35,67.905,169.6,83.995,122.735,88.72,43.765,52.225,199.34,26.01,152.605,111.16,4.82,99.345,20.88,164.13,54.635,122.96,13.975,41.215,62.755,73.76,82.325,135.45,197.56,100.265,165.395,130.47,149.2,111.15,113.48,146.065,199.04,167.51,124.895,29.125,148.55,93.875,120.755,99.295,85.915,34.375,40.065,88.655,121.115,12.96,165.905,122.29,169.875,134.06,149.355,130.6,167.765,149.61,76.805,105.98,30.815,186.86,198.33,160.875,191.3
167.645,29.88,10.175,142.13,20.435,18.145,19796.05,71.385,171.15,178.16,78.775,29.155,83.62,102.665,54.46,127.255,84.185,121.595,140.88,118.585,126.55,155.06,109.83,110.305,144.72,97.215,76.55,160.69,122.765,7.985,154.68,78.96,145.73,17.365,138.575,161.2,9.38,170.135,43.605,9.495,162.535,160.1,115.385,55.13,184.02,95.755,197.96,134.7,170.405,56.085,186.715,154.25,74.18,59.16,42.31,63.88,45.83,55.5,47.05,179.685,132.68,112.52,136.025,43.64,97.305,83.53,165.04,169.48,25.92,3.77,176.285,48.03,165.24,44.275,74.49,109.66,49.055,174.33,174.96,137.125,10.895,24.605,177.08,166.04,66.615,79.71,68.64,197.61,199.905,112.525,108.185,19.515,16.295,179.96,36.37,3.26,58.745,150.205,156.01,144.465,105.255,123.335,180.53,7.88,180.05,52.745,131.705,190.085,119.845,175.46,5.405,98.305,27.125,69.12,87.59,91.035,116.02,18.675,0.79,44.515,155.61,39.02,77.505,46.525,100.92,195.025,15.605,174.385,16.945,2.995,115.195,11.155,81.97,33.09,135.25,76.65,110.245,60.455,123.645,193.54,37.03,115.505,3.945,16.085,56.465,18.655,118.89,128.865,43.875,197.73,17.57,187.09,128.99,56.96,137.435,185.36,155.785,159.74,94.18,171.68,76.485,46.5,70.79,30.355,196.265,69.275,140.87,122.705,129.995,77.315,125.075,8.575,1.75,52.265,166.69,98.265,47.455,67.985,32.21,68.975,160.175,66.98,98.755,26.77,183.605,76.42,171.425,40.03,96.35,190.34,174.645,86.24,89.1,159.265,162.83,93.345,41.555,146.965,58.94,25.125
133.83,78.835,104.81,124.695,141.525,20.325,142.48,19191.35,156.33,158.96,65.28,36.845,26.185,78.285,118.435,71.1,44.86,112.965,51.67,40.93,65.835,190.02,70.235,126.895,23.755,102.515,15.985,62.355,33.145,3.995,107.69,109.51,17.43,18.94,26.315,95.61,125.435,52.995,59.195,139.005,22.25,7.875,30.64,151.98,171.465,188.835,99.59,99.645,10.36,0.9,153.205,1.82,123.255,143.955,44.215,145.36,25.87,15.71,114.86,103.795,35.835,149.91,183.575,143.36,195.44,128.08,28.91,136.41,100.07,88.825,183.945,33.24,133.965,14.71,95.62,61.73,149.205,125.33,199.025,47.515,98.9,142.385,153.825,135.095,93.01,109.81,72.97,183.415,134.24,35.595,98.965,62.02,116.175,96.6,165.575,184.39,104.03,44.975,109.125,61.25,69.395,167.69,154.62,22.1,143.72,173.965,101.695,156.22,26.97,110.665,82.475,30.605,150.62,61.975,188.135,132.62,77.78,101.93,176.225,64.005,11.905,91.93,180.26,26.165,144.55,140.97,10.475,76.985,113.11,66.47,26.585,39.025,176.905,77.755,189.63,176.205,10.86,125.71,11.805,176.705,54.6,11.485,71.545,78.405,36.45,134.96,168.94,121.465,91.45,191.045,139.665,108.015,173.11,28.405,41.265,38.58,142.015,13.81,20.53,137.87,53.49,123.9,105.155,29.815,110.725,135.575,141.78,159.675,9.14,85.435,7.8,193.04,11.72,181.865,36.38,89.85,167.2,6.41,19.94,97.67,173.36,123.24,75.475,188.56,11.645,187.575,179.545,55.81,47.155,26.375,59.5,186.51,24.195,8.54,91.23,179.56,199.05,145.545,95.425,58.675
141.32,26.81,195.55,151.17,179.53,177.185,106.71,4.015,19982.065,162.78,94.82,21.625,118.115,169.535,119.15,11.725,108.15,56.58,142.395,7.24,24.145,102.37,49.81,182.22,131.14,53.76,82.255,100.81,156.9,129.915,133.665,110.515,12.98,116.67,57.425,186.495,141.045,72.435,28.715,108.41,52.895,60.715,54.54,48.39,32.775,189.53,171.895,199.12,32.97,171.225,7.43,114.425,197.335,7.885,101.74,141.285,197.645,27.965,163.755,77.89,53.975,30.735,0.14,184.365,36.855,90.475,43.415,90.895,71.175,192.38,0.21,72.815,195.245,95.48,53.535,54.98,164.88,73.535,53.205,78.42,53.065,179.41,133.94,187.4,96.485,80.705,117.455,103.98,120.52,76.325,187.31,146.775,18.5,19.485,25.68,5.785,8,18.775,125.325,107.915,159.865,197.78,136.58,128.065,106.205,53.09,37.26,112.135,118.415,86.11,90.74,34.45,59.845,198.26,7.575,146.865,125.635,61.675,105.4,116.465,45.82,135.13,130.545,65.84,63.965,132.325,64.07,39.425,95.21,117.95,84.935,20.74,178.36,190.805,159.365,178.52,108.635,26.44,124.12,66.66,115.33,88.39,75.955,148.05,192.17,13.225,70.185,127.315,130.085,104.96,153.88,27.685,121.38,135.61,89.265,57.365,183.875,122.32,1.02,198.455,93.145,93.235,52.475,99.93,105.89,66.295,87.605,162.2,60.925,30.45,180.88,5.76,50.7,138.49,51.43,196.8,145.015,99.215,116.94,193.02,111.055,84.625,98.275,109.435,121.605,44.24,114.99,103.57,157.625,187,9.115,26.215,96.805,6.65,52.26,109.25,166.015,176.41,162.385,163.36
28.03,181.84,111.87,82.1,126.61,22.77,131.285,154.73,74.685,20971.07,55.16,67.845,7.745,23.425,91.385,195,82.535,155.28,63.91,34,102.71,170.23,147.585,179.005,141.91,154.875,108.89,191.29,128.705,40.3,30.14,116.975,94.575,81.195,165.345,155.5,157.155,67.22,128.44,39.1,35.965,146.41,148.915,121.79,146.24,125.45,96.91,186.23,22.845,197.815,65.765,98.57,175.61,162.085,195.385,164.23,171.035,175.525,52.92,190.51,72.865,105.495,0.805,72.49,105.105,38.25,1.57,186.425,180.45,140.025,199.19,65.93,24.745,154.255,157.59,106.095,97.21,56.01,19.525,199.18,85.87,191.28,125.49,76.895,199.89,146.73,167.3,199.295,171.74,176.855,189.965,40.475,18.275,166.065,38.82,67.7,41.515,0.045,43.68,64.75,183.475,154.56,86.175,36.96,135.95,69.305,180.61,102.42,175.04,134.14,25.765,111.015,97.715,142.295,102.43,103.075,80.3,42.935,10.95,30.73,32.785,142.69,40.69,36.89,194.69,128.54,76.335,23.165,0.675,93.87,93.65,18.16,141.17,120.735,21.8,160.285,33.51,12.82,67.635,63.155,199.97,175.51,80.145,104.945,8.965,43.755,22.905,143.545,177.655,150.595,77.625,39.255,1.895,111.05,4.88,72.6,128.155,160.545,76.04,22.595,40.035,85.145,164.055,80.945,84.38,117.19,1.77,12.805,97.96,81.61,178.23,49.1,36.885,62.58,188.5,176.39,180.675,88.63,153.985,116.07,182.23,29.345,137.235,193.58,134.855,188.205,32.04,11.58,117.54,140.16,121.47,25.575,93.64,166.965,86.16,90.965,47.245,156.16,199.17,172.585
