30987.812,103.032,65.16,50.82,145.784,173.116,156.188,207.688,89.632,50.884,69.7,231.644,179.988,67.716,116.4,110.66,44.884,33.808,235.376,211.288,99.288,180.812,241.432,247.644,77.408,94.4,119.184,68.132,53.896,102.388,89.96,215.648,43.72,57.78,83.108,79.708,84.668,238.592,150.968,95.744,70.36,116.636,210.812,105.252,107.236,206.9,21.288,143.796,231.268,169.872,157.868,78.588,215,15.36,101.976,13.192,29.764,187.108,144.292,241.428,47.888,89.168,67.24,29.132,172.1,65.936,31.596,144.808,190.484,186.788,41.34,156.084,194.184,166.024,212.744,244.448,56.544,171.864,44.088,66.072,144.836,46.22,161.856,64.116,80.104,201.116,98.44,13.872,143.496,79.688,222.58,95.18,11.544,205.816,75.524,19.484,190.916,194.468,70.84,202.104,204.632,163.904,69.184,186.648,184.816,236.84,46.736,206.356,158.064,56.124,22.772,19,5.752,15.108,44.888,11.98,225.252,148.868,107.432,173.156,112.108,31.564,247.832,203.076,119.328,2.092,167.336,204.452,145.204,70.18,214.004,196.732,37.852,245.676,139.484,85.856,1.716,116.912,211.268,184.916,112.24,117.26,107.972,25.064,72.82,244.772,66.128,113.5,145.9,184.188,205.724,137.984,151.296,73.908,4.268,232.564,51.612,106.668,25.02,218.892,185.86,41.768,236.528,46.876,132.504,222.836,202.044,39.748,73.56,77.644,224.44,218.076,143.628,148.12,234.18,81.152,86.7,226.928,59.004,85.076,70.316,4.636,197.86,146.78,10.496,148.224,96.056,249.864,181.764,120.156,16.644,101.584,178.58,17.512,61.42,171.128,22.68,222.648,238.868,122.488,134.46,87.068,201.756,213.732,19.34,207.604,99.608,35.376,107.904,215.752,67.588,127.608,124.82,229.932,132.916,197.288,43.452,35.384,90.972,101.836,223.452,85.64,177.348,158.86,66.712,68.86,85.184,12.796,147.616,94.768,24.968,11.164,138.832,98.256,48.104,95.104,243.744,158.212,207.284,222.872,20.384,79.608,104.648,223.14,156.712,212.732,82.4,177.796,148.04,47.948
120.012,33465.332,197.96,214.676,138.816,86.376,48.944,38.9,241.268,146.996,227.264,152.772,87.876,99.924,167.064,163.104,166.54,191.128,195.496,48.368,213.928,18.876,246.512,161.904,120.6,3.732,237.88,9.608,69.864,190.54,101.22,36.152,185.568,64.3,165.34,57.072,125.428,143.708,125.604,3.672,48.76,140.572,204.548,161.688,161.292,56.408,21.78,247.192,83.9,208.764,159.364,205.716,121.068,246.892,199.364,66.008,206.64,117.108,20.152,209.208,182.368,32.38,70.268,237.104,2.808,202.808,77.128,43.144,124.676,210.864,73.744,103.124,151.192,141.712,168.144,203.016,11.42,76.068,126.072,247.224,16.48,130.276,174.208,43.86,82.432,228.964,89.852,8.6,177.836,161.588,209.792,33.388,169.472,120.712,223.124,196.712,170.064,7.36,221.796,8.492,240.016,244.208,115.608,207.984,159.944,225.58,18.912,172.296,81.104,209.964,34.6,25.136,148.116,118.744,190.36,28.36,106.024,113.16,231.864,182.748,62.284,127.08,64.724,101.092,178.728,131.556,26.256,242.28,203.844,214.056,76.316,181.292,208.78,92.92,143.428,230.48,27.58,230.752,16.028,186.864,229.336,174.28,232.812,146.94,179.672,169.02,38.192,96.26,63.86,76.8,84.4,170.048,146.904,120.632,30.52,178.924,52.748,47.708,9.432,213.82,191.076,245.64,158.404,15.124,99.048,211.568,150.744,78.808,224.708,156.796,86.484,149.224,44.528,66.124,1.844,139.904,125.156,108.932,77.36,204.176,174.016,235.2,59.676,92.312,134.068,147.704,67.832,151.016,243.412,120.548,242.512,152.112,78.188,134.148,9.676,75.148,87.212,24.396,99.668,13.6,142.308,107.988,192.58,198.004,10.136,192.152,137.284,165.528,66.388,84,166.732,206.832,3.952,183.216,125.38,221.492,233.536,151.74,131.936,205.432,241.128,236.136,226.256,120.364,83.044,205.512,227.484,236.148,234.404,148.156,52.104,63.34,151.18,25.556,36.128,67.112,215.044,180.108,220.18,106.176,85.28,41.7,87.968,240.32,220.244,202.012,37.32,105.36,107.22,117.864
5.1,88.688,30460.916,0.844,198.628,162.52,132.072,38.82,121.82,25.912,186.936,31.54,77.796,182.772,204.992,249.348,217.768,236.704,144.736,18.08,186.744,97.488,55.436,187.924,218.68,122.772,115.88,222.172,132.604,20.848,131.552,42.916,2.996,161.612,169.64,104.856,154.92,28.34,7.692,54.372,98.576,167.864,64.508,175.292,53.7,120.86,25.692,84.7,9.444,218.368,125.98,221.708,134.308,185.4,18.312,0.92,46.9,25.724,184.112,120.324,128.292,47.716,244.568,221.256,75.74,238.408,4.752,167.52,20.2,31.4,240.896,38.616,160.716,171.476,155.552,150.16,36.408,168.224,58.62,203.788,130.752,185.556,188.324,32.092,208.416,187.628,206.888,211.528,169.716,161.892,155.596,206.912,0.404,143.532,219.468,97.232,105.892,63.064,150.72,92.584,143.348,189.424,246.084,113.408,146.808,113.196,36.732,31.236,83.496,26.216,102.888,148.452,206.616,234.408,53.28,114.932,199.084,95.216,162.844,199.78,0.344,15.208,44.284,154.104,21.976,140.9,224.568,30.24,165.776,173.304,113.852,224.648,43.564,28.252,92.244,131.92,87.268,238.38,196.78,0.796,131.828,66.672,197.972,58.852,51.552,189.184,242.052,25.752,166.596,68.368,8.58,3.644,238.984,57.568,209.956,102.244,70.564,1.56,22.784,8.52,11.632,183.66,92.68,249.08,106.384,239.636,5.58,150.64,230.356,98.104,132.14,195.216,190.244,15.112,70.144,54.08,56.216,89.308,79.356,132.58,213.624,181.432,190.372,213.332,192.708,65.248,126.152,23.136,240.032,11.408,73.456,97.068,18.688,41.328,188.028,112.156,45.124,111.276,190.856,13.708,60.504,12.044,97.748,59.428,221.72,193.188,212.588,180.356,109.208,203.632,194.3,142.876,212.9,127.944,189.652,98.28,127.992,71.148,163.564,163.18,16.044,13.788,117.32,6.952,46.756,25.82,118.188,204.672,236.772,158.848,211.964,241.472,208.4,70.768,47.592,151.276,18.004,197.744,79.168,141.928,126.148,209.116,55.724,235.864,128.58,52.068,33.48,193.308,137.568,139.016
60.588,55.68,2.084,29467.972,190.152,218.48,11.436,136.152,22.788,182.052,154.5,23.704,28.2,232.432,218.536,21.22,96.684,224.512,181.256,236.612,226.756,115.912,155.064,210.168,24.94,176.648,73.32,236.928,84.156,43.604,78.328,245.548,235.86,175.812,164.348,160.492,58.344,64.4,92.184,46.344,4.916,88.612,123.128,73.844,146.52,159.724,166.956,32.924,169.404,5.032,110.996,18.624,133.724,246.868,107.284,40.172,35.34,117.164,2.46,22.056,208.868,13.416,81.54,29.256,25.62,66.984,236.74,145.06,75.468,164.12,205.548,19.332,26.952,202.836,173.444,131.532,48.016,177.592,39.38,44.572,41.224,147.276,241.532,58.284,22.944,236.86,222.844,136.084,32.72,82.82,23.216,210.68,184.88,206.644,74.38,21.236,152.72,128.968,46.644,175.712,57.468,87.136,82.04,96.408,123.204,136.036,132.832,213.452,195.88,204.488,129.776,226.284,45.904,119.396,175.716,16.184,105.604,140.148,14.34,45.024,137.728,173.328,88.244,197.776,223.88,46.124,156.768,182.184,0.768,218.796,89.052,4.524,100.14,139.2,20.148,101.944,97.184,239.068,243.1,234.628,236.024,152.232,35.284,225.368,59.3,242.204,91.568,126.776,138.008,40.62,24.888,221.564,67.428,0.692,0.224,27.896,25.476,36.56,169.148,123.504,59.88,147.56,100.092,100.928,144.828,24.048,246.912,48.124,196.444,191.368,249.628,76.12,75.412,209.08,183.736,135.296,97.924,197.812,186.628,204.684,99.544,240.504,155.624,45.96,104.792,79.704,184.288,184.46,135.252,12.484,106.14,219.704,43.8,95.42,179.028,181.28,66.56,68.464,219.504,150.44,49.62,164.044,23.868,249.124,53.384,126.22,186.912,125.8,202.62,70.052,37.208,49.5,247.204,55.324,231.128,37.804,43.828,33.628,180.768,107.684,241.064,65.532,24.544,214.908,133.34,70.88,179.576,44.412,195.112,77.264,33.024,45.064,186.332,10.32,91.644,105.944,154.432,41.748,127.964,10.084,58.296,124.612,112.836,23.34,2.492,160.096,135.488,227.66,85.612,188.512
33.184,25.748,134.984,132.36,30979.436,6.636,183.484,111.592,243.204,130.048,217.856,239.252,106.372,121.612,29.608,194.12,39.04,92.388,69.848,185.044,181.356,29.4,14.54,94.18,23.172,181.856,166.936,89.9,122.116,235.48,123.968,127.62,22.272,95.78,4.548,234.384,132.852,219.924,48.376,192.336,100.816,157.18,29.624,106.22,249.608,140.664,231.136,220.572,141.536,64.392,34.116,80.08,30.54,151.032,10.804,180.048,134.676,75.384,202.712,56.552,184.8,243.848,66.876,184.444,142.932,129.428,151.208,64.42,128.14,210.952,232.364,104.236,129.128,85.292,61.356,115.14,95.732,73.408,249.644,92.916,28.26,181.844,249.948,244.36,172.368,4.82,114.572,79.46,65.52,116.588,224.8,137.7,164.972,197.232,141.12,241.804,190.16,81.116,77.496,199.908,91.16,192.224,154.648,82.336,236.692,72.272,35.448,136.184,92.444,191.736,153.224,206.892,8.908,178.772,166.948,17.864,98.556,217.68,117.308,68.28,225.536,220.3,153.468,23.352,67.932,199.436,124.212,30.34,54.824,81.932,70.356,249.312,176.024,236.016,52.56,49.036,34.556,52.06,108.132,181.836,27.024,223.064,108.004,211.776,97.46,129.172,10.152,72.74,171.308,33.144,222.496,111.732,168.68,176.292,76.212,70.688,90.22,223.884,228.668,17.368,70.86,38.136,130.464,49.18,129.236,112.376,164.952,181.268,40.088,146.784,86.124,242.288,143.816,48.112,230.932,63.64,169.784,207.98,101.144,167.216,228.908,205.36,29.72,54.284,199.42,62.024,207.64,75.132,240.812,17.432,58.844,146.04,50.728,76.304,168.392,114.384,6.832,171.576,242.968,134.74,246.824,171.032,74.596,185.008,122.676,65.216,72.388,117.16,150.016,84.344,96.496,79.984,239.376,197.02,72.152,143.144,145.976,52.52,155.176,135.972,92.556,41.164,110.88,181.236,198.796,239.684,111.516,64.36,3.492,25.764,206.712,234.316,84.656,18.26,119.676,195.732,29.696,30.208,17.928,195.26,126.932,15.924,13.336,201.564,46.54,3.752,243.84,93.464,167.26,8.292
57.188,29.776,222.24,82.484,112.664,31306.468,29.364,106.876,116.856,82.388,214.016,236.656,35.844,143.832,78.384,83.308,185.288,185.404,151.404,40.812,191.308,230.76,195.52,222.124,238.196,72.148,83.868,176.196,166.092,117.548,102.908,110.42,22.392,239.492,73.244,228.456,200.372,194.608,132.968,87.532,124.508,207.248,40.444,241.9,242.116,51.448,208.52,94.136,134.54,0.764,224.352,25.76,186.888,88.344,202.9,241.74,107.02,212.536,245.44,168.12,180.16,121.364,108.712,155.1,106.968,151.624,37.344,159.952,169.268,131.524,45.012,98.584,147.02,21.592,45.252,101.568,240.82,232.004,42.552,84.608,194.14,29.512,163.4,22.688,213.604,60.012,181.612,81.524,115.78,109.032,249.936,197.924,211.804,135.692,110.084,40.568,179.404,42.4,11.692,62.156,145.916,14.536,0.316,95.504,157.524,12.136,128.908,68.56,239.16,69.144,98.148,207.804,40.452,40.356,247.08,183.928,151.908,25.368,17.064,92.816,2.844,49.08,228.44,60.376,68.632,230.984,100.464,73.604,69.396,194.232,240.14,47.852,234.788,141.368,235.9,85.916,144.532,111.784,207.816,96.552,177.448,36.676,158.716,157.248,122.86,39.684,57.14,11.596,224.072,110.74,238.496,48.636,12.996,20.128,3.48,74.348,122.536,128.9,92.336,207.032,39.868,155.4,222.824,139.996,106.112,153.768,83.448,174.912,87.248,222.724,221.388,63.912,7.956,186.904,115.604,223.572,28.532,112.42,214.244,105.592,7.148,186.368,173.716,243.44,11.968,89,107.664,122.684,104.844,173.88,210.892,147.828,227.616,112.692,195.716,190.112,53.284,102.6,205.024,3.16,16.196,163.072,225.44,99.884,72.996,66.092,200.44,9.144,233.972,176.512,74.432,3.848,83.728,45.8,83.356,133.388,40.048,200.648,7.4,193.196,94.24,155.524,161.712,167.292,240.08,208.732,141.588,54.04,233.992,144.372,120.98,160.9,24.448,1.012,69.336,198.152,116.988,14.76,84.284,204.172,225.84,25.008,211.284,162.564,185.812,18.584,221.28,169.164,12.952,3.428
61.512,204.976,229.92,103.212,4.816,228.46,31075.496,248.48,150.132,198.28,198.296,133.884,202.064,65.888,79.584,141.408,78.308,120.204,223.132,231.44,6.48,135.696,125.072,44.116,82.156,86.924,111.476,67.572,69.88,91.692,90.608,245.624,33.168,16.804,247.396,217.336,71.068,179.48,241.744,10.092,191.272,79.172,33.1,157.216,69.268,244.216,213.608,224.98,122.02,80.256,38.432,50.74,136.384,149.24,172.476,188.136,118.516,162.752,43.764,60.988,141.44,60.676,150.56,19.108,196.988,106.748,174.876,142.88,193.568,153.58,62.468,43.18,38.084,68.332,164.448,153.8,36.392,182.028,145.732,50.36,86.356,56.144,177.14,199.564,56.6,113.176,177.636,152.468,200.204,157.976,200.652,71.324,157.98,47.696,39.132,54.512,36.988,216.948,117.576,102.58,175.788,0.208,8.62,1.992,194.316,64.068,147.004,120.532,245.74,186.2,106.616,144.68,177.172,55.04,95.092,49.488,180.688,159.032,33.164,130.608,224.688,201.596,110.748,108.984,176.448,141.088,4.692,213.136,70.492,63.108,175.76,93.604,41.812,88.716,181.524,87.048,49.572,189.264,241.436,238.9,57.328,75.316,229.556,58.648,160.028,29.672,143.072,69.036,133.476,17.848,121.372,23.456,242.384,239.224,132.368,191.788,181.164,62.564,103.256,16.084,234.932,89.56,145.98,139.184,20.16,173.52,233.932,245.684,212.288,94.908,115.508,108.964,56.64,21.456,108.404,72.664,237.644,216.908,79.76,191.592,129.712,165.96,123.48,176.396,158.06,5.28,225.092,242.996,193.8,216.748,109.656,134.152,186.46,169.896,33.528,139.248,24.068,168.648,61.076,165.62,125.848,71.664,30.936,204.96,165.428,236.984,195.352,128.984,9.488,228.528,22.708,90.032,37.708,124.584,97.076,127.488,173.204,51.308,68.084,6.992,14.196,114.664,6.432,58.848,36.016,19.3,142.312,244.524,108.148,206.864,179.308,36.148,16.724,122.808,132.68,176.388,227.344,56.952,157.476,247.58,18.428,179.448,178.544,24.836,23.808,128.836,135.988,22.988,50.348,174.616
112.192,191.924,72.524,18.54,174.312,241.456,85.976,32024.152,194.152,61.02,7.348,119.612,51.396,244.94,214.548,143.856,227.9,88.56,47.344,174.992,143.688,166.548,168.376,86.108,213.764,27.964,176.604,12.92,163.156,148.44,172.664,186.636,244.092,121.6,89.02,122.1,206.036,83.924,184.612,77.928,52.292,18.192,77.76,180.508,143.792,0.532,119.108,158.952,197.34,192.928,93.216,77.116,191.548,206.412,209.848,185.764,199.332,37.952,193.248,205.496,17.688,47.46,86.96,8.284,167.152,36.16,28.076,106.624,181.436,68.968,135.356,209.04,159.804,58.792,247.236,206.68,67.204,191.684,191.144,176.488,134.188,204.932,198.636,138.044,18.836,236.112,196.84,24.292,200.668,11.228,118.376,218.308,79.408,94.02,214.348,156.092,17.504,81.252,234.088,24.336,160.024,122.236,83.548,90.44,1.576,96.632,243.272,231.804,160.92,179.848,53.084,161.764,85.72,21.432,192.356,139.604,129.1,5.94,147.408,73.1,82.408,209.828,227.972,162.312,167.096,61.592,101.556,33.884,118.692,248.968,233.796,53.724,131.212,234.084,179.708,111.196,96.592,27.152,113.416,96.608,87.836,216.98,143.412,221.772,35.824,249.116,124.98,208.136,11.948,175.692,200.38,192.856,159.352,202.908,216.132,89.12,137.8,7.596,70.752,191.884,134.768,126.744,146.448,165.632,218.2,83.672,29.288,142.824,132.792,213.38,216.212,117.336,9.54,175.484,116.628,61.036,248.752,44.968,174.968,199.54,186.624,34.872,168.068,134.996,38.18,219.096,19.524,105.396,41.344,163.708,57.116,21.684,205.24,209.056,208.06,21.476,150.904,45.584,63.144,80.904,216.608,176.312,103.116,188.464,7.544,142.792,98.356,122.756,109.488,108.704,105.588,192.064,37.668,73.188,31.816,148.28,148.628,30.728,40.316,209.22,224.876,108.204,216.788,217.872,190.76,27.724,110.952,105.956,29.032,115.388,223.224,129.888,82.64,4.496,184.708,84.504,10.908,131.38,72.676,132.404,66.048,8.964,151.78,18.948,8.832,106.828,132.964,196.148,125.512,105.256
178.824,126.792,208.304,157.752,33.548,85.152,74.572,235.392,32651.732,97.848,219.912,16.884,192.348,24.212,165.796,40.9,178,130.896,190.876,68.828,87.316,20.348,211.668,116.204,6.788,203.004,143.64,2.848,245.956,47.784,137.888,35.556,149.772,173.856,59.984,152.932,248.984,105.624,232.028,9.088,230.604,6.036,24.8,43.096,110.992,223.104,80.492,10.832,50.68,179.812,154.456,146.668,205.852,192.008,148.948,167.056,58.476,101.768,213.168,118.476,68.484,20.944,182.616,169.088,100.456,232.54,187.036,132.82,29.044,168.076,47.476,8.98,107.6,12.184,215.428,190.06,215.676,111.136,150.112,102.988,202.78,245.356,142.356,198.168,160.004,91.284,146.944,191.552,34.428,133.62,33.384,142.396,194.328,156.572,182.132,173.904,159.576,161.952,117.1,183.96,125.88,7.352,54.064,102.128,149.196,246.552,205.572,182.956,40.02,74.016,146.66,7.012,153.508,76.968,211.232,223.22,65.632,158.204,176.832,236.08,203.952,136.872,160.568,25.904,222.94,241.668,167.372,91.468,133.436,115.436,165.692,122.156,186.44,185.284,123.572,62.188,209.656,38.352,75.616,226.684,162.708,116.728,156.952,134.376,128.16,247.804,143.68,163.26,187.004,201.164,185.724,166.516,62.836,78.98,17.756,131.484,102.636,235.312,198.156,67.52,104.668,208.096,43.708,33.64,197.66,228.812,113.54,124.26,64.272,35.648,220.972,78.24,247.12,145.064,47.512,106.528,59.068,195.336,143.008,133.988,14.684,241.272,159.228,188.5,59.972,145.584,25.804,102.332,154.96,248.912,224.852,51.62,224.52,99.424,118.912,75.792,45.284,85.128,139.88,213.956,3.6,116.86,164.596,25.572,218.248,180.796,166.052,58.144,14.096,214.54,173.092,220.648,113.024,235.524,13.84,115.58,6.996,38.016,118.38,172.548,164.724,117.596,225.256,156.232,28.932,173.04,207.332,145.24,229.992,171.44,25.616,213.464,27.276,106.804,10.276,132.78,103.5,34.804,244.716,205.448,118.5,87.18,91.496,16.904,151.868,4.86,17.552,124.544,82.06,196.12
158.22,207.544,24.596,161.932,27.1,54.336,14.584,149.824,227.588,30679.012,75.324,189.972,221.072,52.844,2.26,150.62,25.524,74.204,150.108,134.436,203.72,159.08,1.896,23.816,242.872,231.684,118.332,168.348,175.912,118.236,228.952,180.684,197.256,110.152,116.364,155.028,224.808,166.036,174.66,121.168,173.228,172.348,113.588,174.26,112.932,223.676,19.328,190.932,174.584,9.78,231.24,116.568,70.336,52.752,197.412,29.836,163.272,143.852,28.192,39.256,180.444,205.56,76.144,24.644,195.272,46.776,179.068,58.352,39.36,6.752,145.572,167.264,131.48,42.288,84.12,61.564,222.02,141.968,145.74,86.196,207.6,74.832,174.16,134.492,177.116,87.288,186.124,187.6,200.096,226.132,72.032,155.88,213.264,156.664,150.052,209.452,144.12,238.356,168.992,218.452,140.256,170.256,75.824,59.18,62.968,177.064,196.264,196.936,200.672,32.948,138.304,244.268,75.996,1.22,114.348,57.98,236.48,187.088,15.096,81.144,248.424,18.324,229.632,213.524,12.124,49.184,63.708,0.052,99.132,102.532,141.012,140.484,101.036,61.108,222.848,137.976,233.868,186.592,159.44,45.28,20.648,147.552,27.6,68.068,59.256,104.68,37.052,8.364,62.924,54.792,154.644,44.992,132.736,33.084,219.472,198.252,7.376,54.364,190.784,133.48,48.552,143.096,94.152,26.476,140.804,177.3,127.02,93.08,208.584,125.088,34.832,114.092,57.096,221.552,186.392,218.284,83.696,59.772,212.252,86.28,76.412,164.456,233.084,221.028,112.064,205.52,65.724,179.032,106.992,134.952,162.028,148.468,85.048,232.768,26.204,70.62,71.996,187.444,26.32,53.972,104.44,169.428,219.724,3.928,126.808,55.168,20.332,85.232,85.2,96.764,90.168,173.428,24.076,159.092,104.22,2.408,40.36,111.948,77.748,165.396,91.476,239.792,187.176,213.4,165.568,214.496,1.044,160.516,110.776,31.376,41.668,23.104,222.296,12.352,76.524,35.608,105.92,103.932,57.212,87.128,197.868,1.66,220.908,233.392,201.792,114.836,46.64,112.172,150.02,233.156
